Rank,ASIN_ISBN,Title,Frequency
41,B00C91Q86I,"Affresh Washing Machine Cleaner, Cleans Front Load and Top Load Washers, Including HE, 6 Tablets",39
42,B078ZM8715,"Allegro Coffee Organic Continental Blend Ground Coffee, 12 oz",39
43,B07B218Q5V,"Earth's Best Organic Gentle Infant Powder Formula with Iron, Easy To Digest Proteins, 21 oz",39
44,B079V9JDQB,"Amazon Brand - 100 Ct. Solimo Dark Roast Coffee Pods, French Roast, Compatible with Keurig 2.0 K-Cup Brewers",38
45,B00005C5H4,The First Years Stack N Count Cups,38
46,B07CWK4S5W,haakaa Manual Breast Pump for Breastfeeding 4oz/100ml,38
47,B00JM5GW10,"Play-Doh Modeling Compound 10-Pack Case of Colors, Non-Toxic, Assorted, 2 oz. Cans, Ages 2 and up, Multicolor (Amazon Exclusive)",38
48,B00LUK3H90,"Fiber One Soft-Baked Cookies, Chocolate Chunk, 6.6 Ounce",38
49,B003FULBQ4,"Bounce Dryer Sheets Laundry Fabric Softener, Outdoor Fresh, 240 Count",37
50,B074CRK54X,"Amazon Brand - Presto! Mega Roll Toilet Paper, Ultra-Soft, 6 Count (Pack of 4), 24 Family Mega Rolls = 120 regular rolls",37
51,B06XB1V35Y,"Wellness CORE Grain-Free Chicken, Turkey & Chicken Meal Indoor Formula Dry Cat Food, 11 Pound Bag",36
52,B079V67BFW,"Choose your count - Baby Wipes, Pampers Sensitive Water Based Baby Diaper Wipes, Hypoallergenic and Unscented, 6 Pop-Top Packs, 336 Total Wipes (Packaging May Vary)",36
53,B07JQM8ZGW,"Baby Wipes, Pampers Aqua Pure Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 56 Count (Pack of 12)",36
54,B00MH4QM1S,"Amazon Basics 8 Units Pack 9 Volt Performance All-Purpose Alkaline Batteries, 5-Year Shelf Life, Easy to Open Value Package",35
55,B084WB42BD,"Tide Purclean Plant-Based Epa Safer Choice Natural Laundry Detergent Liquid Soap Eco-Box, Ultra Concentrated High Efficiency (He), 72 Loads",35
56,B07ND3WR64,"Cottonelle Freshfeel Flushable Wet Wipes, Adult Wet Wipes, 8 Flip-Top Packs, 42 Wipes per Pack (8 Packs of 42) (336 Total Flushable Wipes), Packaging May Vary",35
57,B0044CZ63G,"Peter Rabbit Organics, Pea, Spinach and Apple Puree, 4.4-Ounce Pouches (Pack of 10)",35
58,B006XISCNA,"Lansinoh Breastmilk Storage Bags, 100 Count, 6 Ounce, Easy to Use Milk Storage Bags for Breastfeeding, Presterilized, Hygienically Doubled-Sealed, for Refrigeration and Freezing",35
59,B08QR8X2N5,"Huggies Little Movers Baby Diapers Size 5 (27+ lbs), 60 Count (Pack of 2)",35
60,B08QRGJ2SC,"Huggies Little Movers Baby Diapers Size 4,70 Count (Pack of 2)",34
61,B001VJ70UC,"GoGo squeeZ Applesauce, Apple Apple, Gluten Free, Vegan Friendly, Unsweetened Applesauce, Recloseable, BPA Free Pouches, 3.2 Ounce (18 Pouches)",34
62,B00T0C9XRK,essence | Lash Princess False Lash Effect Mascara | Gluten & Cruelty Free,34
63,B01BV4IS9S,"IAMS PROACTIVE HEALTH Adult Healthy Dry Cat Food with Chicken Cat Kibble, 3.5 lb. Bag",34
64,B08QRKS4NT,"Huggies Overnites Diapers, Size 6",34
65,B07CWHWCJZ,"Amazon Basics Dog and Puppy Pee Pads with Leak-Proof Quick-Dry Design for Potty Training, Heavy Duty Absorbency, X-Large, 28 x 34 Inches - Pack of 25",34
66,B07T612L77,"Amazon Brand - Mama Bear Gentle Touch Diapers, Hypoallergenic, Size 7, 20 Count",33
67,B07FJ44QHT,Discontinued Product,33
68,B006IMBZKS,"Monster Energy Zero Sugar, Low Calorie Energy Drink, 16 FL OZ (Pack of 24)",33
69,B00VFYYAC4,"SmartyPants Prenatal Formula Daily Gummy Multivitamin: Vitamin C, D3, & Zinc for Immunity, Gluten Free, Folate, Omega 3 Fish Oil (DHA/EPA), 120 Count (30 Day Supply)",33
70,B078XXNPLQ,"Huggies Simply Clean Unscented Baby Wipes, 11 Flip-Top Packs (704 Wipes Total)",33
71,B00NTCHCU2,"Amazon Basics 20 Pack AAA High-Performance Alkaline Batteries, 10-Year Shelf Life, Easy to Open Value Pack",33
72,B009R27JVU,"Munchkin® Arm and Hammer Diaper Pail Snap, Seal and Toss Refill Bags, Holds 600 Diapers, White 20 Count",32
73,B007G7JP2O,"Culturelle Kids Chewable Daily Probiotic for Kids, Ages 3+, 30 Count, #1 Pediatrician-Recommended Brand, Natural Berry Flavored Daily Probiotics for Digestive Health, Oral Care & Immune Support",31
74,B075B3LB8K,LiCB 20 Pack LR44 AG13 357 303 SR44 Battery 1.5V Button Coin Cell Batteries,31
75,B01M0GB8CC,"Apple EarPods Headphones with Lightning Connector. Microphone with Built-in Remote to Control Music, Phone Calls, and Volume. Wired Earbuds for iPhone",31
76,B00KRFL5SO,"Mott's Fruit Flavored Snacks, Assorted Fruit, Pouches, 0.8 oz, 40 ct",31
77,B00BPETT5M,"Gerber Pasta Stars with Chicken & Vegetables, 6 Ounce (Pack of 6)",31
78,B07SCL613T,"Baby Wipes, Huggies Natural Care Sensitive Baby Diaper Wipes, Unscented, Hypoallergenic, 12 Flip-Top Packs (768 Wipes Total)",31
79,B002OK6E6I,SunButter Original Creamy Sunflower Butter 16 Ounce (Pack of 6),31
80,B00AINMFAC,"Nizoral Anti-Dandruff Shampoo with 1% Ketoconazole, Fresh Scent, 7 Fl Oz",29
81,B07M7PQDH3,"Crave Beverages Flavored Coffee Pods Sampler, Compatible with 2.0 K-Cup Brewers, Assorted Variety Pack, 100 Count",29
82,B000J07BRQ,"Scotch Heavy Duty Packaging Tape, 1.88"" x 22.2 yd, Designed for Packing, Shipping and Mailing, Strong Seal on All Box Types, 1.5"" Core, Clear, 6 Rolls with Dispenser (142-6)",29
83,B0009X0QSY,"Dr. Elsey's Precious Cat Ultra Cat Litter, 18 pound bag",29
84,B01NCJSM2T,"Cascade Complete Dishwasher Pods, Dishwasher tabs, Dish Washing Pods for Dishwasher, Dishwasher tablets, Fresh Scent ActionPacs, 78 Count",29
85,B0026KP4GC,"Peter Rabbit Organics Strawberry and Banana Pure Fruit Snack, 4 Ounce(Pack of 10)",29
86,B00HFC2E82,"Welch's Fruit Snacks, Mixed Fruit, Gluten Free, Bulk Pack, 0.9 oz Individual Single Serve Bags 40 Count (Pack of 1)",29
87,B010OVIR90,"Diapers Size Size 6 (108 Count) - Pampers Cruisers Disposable Baby Diapers, ONE MONTH SUPPLY (Packaging May Vary)",29
88,B001YON5PS,"Diapers Size 7, 88 Count - Pampers Cruisers Disposable Baby Diapers, (Packaging May Vary)",29
89,B00Q70RCW6,"Lysol Disinfectant Wipes, Multi-Surface Antibacterial Cleaning Wipes, For Disinfecting and Cleaning, Lemon and Lime Blossom, 80 Count (Pack of 4)",29
90,B007ZP1K4S,Nature's Bounty Optimal Solutions Protein Powder with Vitamin C,29
91,B07DC8BR3B,"Diapers Size 4, 150 Count - Pampers Swaddlers Disposable Baby Diapers, (Packaging May Vary)",28
92,B01CT6AQAQ,"Happy Tot Organics Fiber & Protein Soft-Baked Oat Bars Toddler Snack Apple & Spinach, 0.88 Ounce Bars, 5 Count Box (Pack of 6) (Packaging May Vary)",28
93,B07FGBSF45,"Amazon Brand - Solimo 2-Ply Toilet Paper, 6 Count (Pack of 5)",28
94,B078WBDSBF,"Pampers Easy Ups Training Pants Boys and Girls, 4T-5T (Size 6), 104 Count, Packaging & Prints May Vary",28
95,B00TZLTVUA,"Thermos Replacement Straws for 12 Ounce Funtainer Bottle, Clear, one size (F401RS6)",28
96,1641526270,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",28
97,B0787GLBMV,"Schick Hydro Silk Touch-Up Dermaplaning Tool, 3 Count | Eyebrow Razor, Face Razors for Women, Face Shaver, Dermaplane",28
98,B0043P0IAK,"Scotch-Brite Non-Scratch Scrub Sponges, For Washing Dishes and Cleaning Kitchen, 6 Scrub Sponges",28
99,B00HJKP8Z6,"HUGGIES Little Movers Slip On Diaper Pants, Size 5 (Pack of 128)",28
100,B07C2BHFCN,"Amazon Brand - Mama Bear Organic Kids Multivitamin, 60 Gummies, 1 Month Supply (Packaging May Vary)",28
